ID|KEYID|KEYSTATUSID|STARTDATE|ENDDATE|OWNERID|PERSONRESPID|NOTE
21239|12302|1|1901-05-31|1901-06-01|0|0|
21240|8098|1|1901-06-01|1901-06-02|0|0|
21241|8099|1|1901-06-02|1901-06-03|0|0|
21242|4430|1|1901-06-03|1901-06-04|0|0|
21243|20216|3|1901-06-04|1901-06-05|1198371|0|
21244|5322|3|1901-06-05|1901-06-06|1324726|0|
21245|5323|3|1901-06-06|1901-06-07|1325048|0|
21246|12000|4|1901-06-07|1901-06-08|0|0|
21247|12005|3|1901-06-08|1901-06-09|1196125|0|
21248|12010|5|1901-06-09|1901-06-10|0|0|
21249|11998|5|1901-06-10|1901-06-11|0|0|
21250|11989|3|1901-06-11|1901-06-12|1272403|0|
21251|11990|4|1901-06-12|1901-06-13|0|0|
21252|11986|3|1901-06-13|1901-06-14|1251002|0|
21253|11985|3|1901-06-14|1901-06-15|1303184|0|
21254|12003|2|1901-06-15|1901-06-16|0|0|
21255|11999|3|1901-06-16|1901-06-17|1295224|0|
21256|11983|2|1901-06-17|1901-06-18|0|0|
21257|12014|3|1901-06-18|1901-06-19|1293280|0|
21258|12020|2|1901-06-19|1901-06-20|0|0|
21259|12054|2|1901-06-20|1901-06-21|0|0|
21260|12050|4|1901-06-21|1901-06-22|0|0|
21261|12051|5|1901-06-22|1901-06-23|0|0|
21262|12058|2|1901-06-23|1901-06-24|0|0|
21263|12056|2|1901-06-24|1901-06-25|0|0|
21264|12052|5|1901-06-25|1901-06-26|0|0|
21265|12045|2|1901-06-26|1901-06-27|0|0|
21266|12046|2|1901-06-27|1901-06-28|0|0|
21267|12064|2|1901-06-28|1901-06-29|0|0|
21268|12067|3|1901-06-29|1901-06-30|1270275|0|
21269|20397|3|1901-06-30|1901-07-01|1292843|0|
21270|16009|3|1901-07-01|1901-07-02|1292843|0|
21271|16010|1|1901-07-02|1901-07-03|0|0|
21272|19691|3|1901-07-03|1901-07-04|1209693|0|
21273|19692|3|1901-07-04|1901-07-05|1376074|0|
21274|19693|3|1901-07-05|1901-07-06|1218440|0|
21275|19694|3|1901-07-06|1901-07-07|1320025|0|
21276|16625|2|1901-07-07|1901-07-08|0|0|
21277|16631|2|1901-07-08|1901-07-09|0|0|
21278|16617|2|1901-07-09|1901-07-10|0|0|
21279|16618|2|1901-07-10|1901-07-11|0|0|
21280|16619|2|1901-07-11|1901-07-12|0|0|
21281|16620|2|1901-07-12|1901-07-13|0|0|
21282|16621|2|1901-07-13|1901-07-14|0|0|
21283|16622|2|1901-07-14|1901-07-15|0|0|
21284|16623|2|1901-07-15|1901-07-16|0|0|
21285|16632|2|1901-07-16|1901-07-17|0|0|
21286|16626|2|1901-07-17|1901-07-18|0|0|
21287|16627|2|1901-07-18|1901-07-19|0|0|
21288|16628|2|1901-07-19|1901-07-20|0|0|
21289|16629|2|1901-07-20|1901-07-21|0|0|
21290|16630|2|1901-07-21|1901-07-22|0|0|
21291|16633|2|1901-07-22|1901-07-23|0|0|
21292|16634|2|1901-07-23|1901-07-24|0|0|
21293|16635|2|1901-07-24|1901-07-25|0|0|
21294|16636|2|1901-07-25|1901-07-26|0|0|
21295|16637|2|1901-07-26|1901-07-27|0|0|
21296|16638|2|1901-07-27|1901-07-28|0|0|
21297|16639|2|1901-07-28|1901-07-29|0|0|
21298|16640|1|1901-07-29|1901-07-30|0|0|
21299|16641|2|1901-07-30|1901-07-31|0|0|
21300|16642|2|1901-07-31|1901-08-01|0|0|
21301|16643|2|1901-08-01|1901-08-02|0|0|
21302|16644|2|1901-08-02|1901-08-03|0|0|
21303|16615|1|1901-08-03|1901-08-04|0|0|
21304|16645|2|1901-08-04|1901-08-05|0|0|
21305|16646|2|1901-08-05|1901-08-06|0|0|
21306|16647|2|1901-08-06|1901-08-07|0|0|
21307|16648|2|1901-08-07|1901-08-08|0|0|
21308|16649|2|1901-08-08|1901-08-09|0|0|
21309|16651|2|1901-08-09|1901-08-10|0|0|
21310|16653|2|1901-08-10|1901-08-11|0|0|
21311|16654|2|1901-08-11|1901-08-12|0|0|
21312|16655|3|1901-08-12|1901-08-13|1405908|0|
21313|12077|1|1901-08-13|1901-08-14|0|0|
21314|12074|1|1901-08-14|1901-08-15|0|0|
21315|12075|1|1901-08-15|1901-08-16|0|0|
21316|12076|1|1901-08-16|1901-08-17|0|0|
21317|7168|3|1901-08-17|1901-08-18|1135191|0|
21318|7169|1|1901-08-18|1901-08-19|0|0|
21319|7170|1|1901-08-19|1901-08-20|0|0|
21320|12086|4|1901-08-20|1901-08-21|0|0|
21321|12088|1|1901-08-21|1901-08-22|0|0|
21322|12089|3|1901-08-22|1901-08-23|1178294|0|
21323|12084|2|1901-08-23|1901-08-24|0|0|
21324|7598|3|1901-08-24|1901-08-25|1671911|0|
21325|7610|4|1901-08-25|1901-08-26|0|0|
21326|20252|3|1901-08-26|1901-08-27|1620680|0|
21327|7744|1|1901-08-27|1901-08-28|0|0|
21328|7745|1|1901-08-28|1901-08-29|0|0|
21329|7747|1|1901-08-29|1901-08-30|0|0|
21330|7748|1|1901-08-30|1901-08-31|0|0|
21331|7750|1|1901-08-31|1901-09-01|0|0|
21332|7692|1|1901-09-01|1901-09-02|0|0|
21333|7655|3|1901-09-02|1901-09-03|1196867|0|
21334|7639|3|1901-09-03|1901-09-04|1246913|0|
21335|7640|3|1901-09-04|1901-09-05|1258401|0|
21336|7624|3|1901-09-05|1901-09-06|1292889|0|
21337|7672|4|1901-09-06|1901-09-07|0|0|
21338|7633|3|1901-09-07|1901-09-08|1270867|0|
21339|7626|4|1901-09-08|1901-09-09|0|0|
21340|7659|3|1901-09-09|1901-09-10|1272682|0|
21341|7682|3|1901-09-10|1901-09-11|1328275|0|
21342|7735|3|1901-09-11|1901-09-12|1293145|0|
21343|12097|3|1901-09-12|1901-09-13|1313133|0|
21344|12102|3|1901-09-13|1901-09-14|1318932|0|
21345|12091|3|1901-09-14|1901-09-15|1296790|0|
21346|12092|3|1901-09-15|1901-09-16|1292966|0|
21347|12094|2|1901-09-16|1901-09-17|0|0|
21348|12100|3|1901-09-17|1901-09-18|1316307|0|
21349|12099|3|1901-09-18|1901-09-19|1322328|0|
21350|12104|3|1901-09-19|1901-09-20|1265296|0|
21351|12107|3|1901-09-20|1901-09-21|1315829|0|
21352|12109|3|1901-09-21|1901-09-22|1332005|0|
21353|12110|2|1901-09-22|1901-09-23|0|0|
21354|12112|3|1901-09-23|1901-09-24|1177106|0|
21355|17343|3|1901-09-24|1901-09-25|1256205|0|
21356|18869|3|1901-09-25|1901-09-26|1251106|0|
21357|18870|3|1901-09-26|1901-09-27|1236654|0|
21358|18871|3|1901-09-27|1901-09-28|1314599|0|
21359|18872|3|1901-09-28|1901-09-29|1293262|0|
21360|18876|3|1901-09-29|1901-09-30|1153593|0|
21361|6667|1|1901-09-30|1901-10-01|0|0|
21362|6669|3|1901-10-01|1901-10-02|1257920|0|
21363|6670|1|1901-10-02|1901-10-03|0|0|
21364|6671|1|1901-10-03|1901-10-04|0|0|
21365|6673|1|1901-10-04|1901-10-05|0|0|
21366|12115|3|1901-10-05|1901-10-06|1320404|0|
21367|12114|3|1901-10-06|1901-10-07|1325581|0|
21368|12116|3|1901-10-07|1901-10-08|1305711|0|
21369|12118|2|1901-10-08|1901-10-09|0|0|
21370|12121|3|1901-10-09|1901-10-10|1135191|0|
21371|12122|3|1901-10-10|1901-10-11|1290520|0|
21372|8045|1|1901-10-11|1901-10-12|0|0|
21373|8457|1|1901-10-12|1901-10-13|0|0|
21374|8483|3|1901-10-13|1901-10-14|1296181|0|
21375|8484|3|1901-10-14|1901-10-15|1217041|0|
21376|8485|3|1901-10-15|1901-10-16|1293359|0|
21377|8488|3|1901-10-16|1901-10-17|1292966|0|
21378|8491|3|1901-10-17|1901-10-18|1238722|0|
21379|8495|3|1901-10-18|1901-10-19|1319178|0|
21380|8499|3|1901-10-19|1901-10-20|1315384|0|
21381|8498|3|1901-10-20|1901-10-21|1298406|0|
21382|8551|1|1901-10-21|1901-10-22|0|0|
21383|10405|3|1901-10-22|1901-10-23|1319178|0|
21384|10406|1|1901-10-23|1901-10-24|0|0|
21385|10407|3|1901-10-24|1901-10-25|1325581|0|
21386|10408|3|1901-10-25|1901-10-26|1238722|0|
21387|10409|1|1901-10-26|1901-10-27|0|0|
21388|10410|1|1901-10-27|1901-10-28|0|0|
21389|10411|3|1901-10-28|1901-10-29|1259361|0|
21390|10599|1|1901-10-29|1901-10-30|0|0|
21391|10609|3|1901-10-30|1901-10-31|1133803|0|
21392|10644|1|1901-10-31|1901-11-01|0|0|
21393|18219|3|1901-11-01|1901-11-02|1292889|0|
21394|18634|3|1901-11-02|1901-11-03|1287990|0|
21395|18297|3|1901-11-03|1901-11-04|1292889|0|
21396|19260|3|1901-11-04|1901-11-05|1321379|0|
21397|18635|3|1901-11-05|1901-11-06|1313133|0|
21398|18636|3|1901-11-06|1901-11-07|1320404|0|
21399|19671|3|1901-11-07|1901-11-08|1293411|0|
21400|19669|3|1901-11-08|1901-11-09|1320404|0|
21401|19670|2|1901-11-09|1901-11-10|0|0|
21402|19687|3|1901-11-10|1901-11-11|1177106|0|
21403|7591|3|1901-11-11|1901-11-12|1292851|0|
21404|7592|2|1901-11-12|1901-11-13|0|0|
21405|7593|3|1901-11-13|1901-11-14|1293411|0|
21406|7594|2|1901-11-14|1901-11-15|0|0|
21407|8601|3|1901-11-15|1901-11-16|1149174|0|
21408|8604|2|1901-11-16|1901-11-17|0|0|
21409|8607|3|1901-11-17|1901-11-18|1293332|0|
21410|8608|2|1901-11-18|1901-11-19|0|0|
21411|11182|3|1901-11-19|1901-11-20|1325581|0|
21412|11179|3|1901-11-20|1901-11-21|1332005|0|
21413|11181|2|1901-11-21|1901-11-22|0|0|
21414|10060|3|1901-11-22|1901-11-23|1322328|0|
21415|10063|3|1901-11-23|1901-11-24|1292966|0|
21416|19261|3|1901-11-24|1901-11-25|1318932|0|
21417|17875|3|1901-11-25|1901-11-26|1297346|0|
21418|17876|3|1901-11-26|1901-11-27|1297346|0|
21419|17877|3|1901-11-27|1901-11-28|1297346|0|
21420|17880|3|1901-11-28|1901-11-29|1292844|0|
21421|17881|3|1901-11-29|1901-11-30|1292844|0|
21422|17882|3|1901-11-30|1901-12-01|1292844|0|
21423|17884|3|1901-12-01|1901-12-02|1297346|0|
21424|17886|3|1901-12-02|1901-12-03|1297346|0|
21425|17890|3|1901-12-03|1901-12-04|1292844|0|
21426|17891|3|1901-12-04|1901-12-05|1292844|0|
21427|12125|1|1901-12-05|1901-12-06|0|0|
21428|12126|1|1901-12-06|1901-12-07|0|0|
21429|15720|1|1901-12-07|1901-12-08|0|0|
21430|15753|3|1901-12-08|1901-12-09|1324739|0|
21431|20395|1|1901-12-09|1901-12-10|0|0|
21432|15772|1|1901-12-10|1901-12-11|0|0|
21433|15771|1|1901-12-11|1901-12-12|0|0|
21434|15770|3|1901-12-12|1901-12-13|1324739|0|
21435|15775|3|1901-12-13|1901-12-14|1202901|0|
21436|15776|3|1901-12-14|1901-12-15|1220241|0|
21437|15778|3|1901-12-15|1901-12-16|1260223|0|
21438|15841|1|1901-12-16|1901-12-17|0|0|
21439|15837|1|1901-12-17|1901-12-18|0|0|
21440|15838|3|1901-12-18|1901-12-19|1296259|0|
21441|15839|1|1901-12-19|1901-12-20|0|0|
21442|15842|3|1901-12-20|1901-12-21|1325168|0|
21443|15845|3|1901-12-21|1901-12-22|1262263|0|
21444|12998|4|1901-12-22|1901-12-23|0|0|
21445|3050|1|1901-12-23|1901-12-24|0|0|
21446|3051|1|1901-12-24|1901-12-25|0|0|
21447|12127|1|1901-12-25|1901-12-26|0|0|
21448|12128|1|1901-12-26|1901-12-27|0|0|
21449|18840|3|1901-12-27|1901-12-28|1321379|0|
21450|12129|1|1901-12-28|1901-12-29|0|0|
21451|12130|1|1901-12-29|1901-12-30|0|0|
21452|12131|1|1901-12-30|1901-12-31|0|0|
21453|15685|3|1901-12-31|1902-01-01|1325581|0|
21454|15686|3|1902-01-01|1902-01-02|1318932|0|
21455|15688|1|1902-01-02|1902-01-03|0|0|
21456|15689|4|1902-01-03|1902-01-04|0|0|
21457|18207|2|1902-01-04|1902-01-05|0|0|
21458|15697|3|1902-01-05|1902-01-06|1324739|0|
21459|15698|3|1902-01-06|1902-01-07|1356004|0|
21460|15717|3|1902-01-07|1902-01-08|1321379|0|
21461|15719|3|1902-01-08|1902-01-09|1321098|0|
21462|15718|3|1902-01-09|1902-01-10|1269072|0|
21463|19609|3|1902-01-10|1902-01-11|1271282|0|
21464|19610|3|1902-01-11|1902-01-12|1271282|0|
21465|19612|3|1902-01-12|1902-01-13|1255949|0|
21466|19613|3|1902-01-13|1902-01-14|1299758|0|
21467|19614|3|1902-01-14|1902-01-15|1655322|0|
21468|19615|3|1902-01-15|1902-01-16|1271283|0|
21469|19616|3|1902-01-16|1902-01-17|1295305|0|
21470|19617|3|1902-01-17|1902-01-18|1240091|0|
21471|19611|3|1902-01-18|1902-01-19|1254486|0|
21472|12317|1|1902-01-19|1902-01-20|0|0|
21473|12310|1|1902-01-20|1902-01-21|0|0|
21474|12391|3|1902-01-21|1902-01-22|1293059|0|
21475|12393|1|1902-01-22|1902-01-23|0|0|
21476|12394|3|1902-01-23|1902-01-24|1316603|0|
21477|12392|3|1902-01-24|1902-01-25|1161682|0|
21478|16822|3|1902-01-25|1902-01-26|1292863|0|
21479|16820|3|1902-01-26|1902-01-27|1329655|0|
21480|16821|2|1902-01-27|1902-01-28|0|0|
21481|12354|3|1902-01-28|1902-01-29|1293040|0|
21482|12355|3|1902-01-29|1902-01-30|1293466|0|
21483|12362|3|1902-01-30|1902-01-31|1314599|0|
21484|12365|3|1902-01-31|1902-02-01|1202237|0|
21485|12353|4|1902-02-01|1902-02-02|0|0|
21486|12351|4|1902-02-02|1902-02-03|0|0|
21487|12352|4|1902-02-03|1902-02-04|0|0|
21488|12363|1|1902-02-04|1902-02-05|0|0|
21489|12364|3|1902-02-05|1902-02-06|1293049|0|
21490|12367|1|1902-02-06|1902-02-07|0|0|
21491|12368|1|1902-02-07|1902-02-08|0|0|
21492|4427|3|1902-02-08|1902-02-09|1324738|0|
21493|16660|2|1902-02-09|1902-02-10|0|0|
21494|16659|2|1902-02-10|1902-02-11|0|0|
21495|16665|2|1902-02-11|1902-02-12|0|0|
21496|12369|1|1902-02-12|1902-02-13|0|0|
21497|10533|1|1902-02-13|1902-02-14|0|0|
21498|10536|1|1902-02-14|1902-02-15|0|0|
21499|10534|4|1902-02-15|1902-02-16|0|0|
21500|10535|2|1902-02-16|1902-02-17|0|0|
21501|10537|3|1902-02-17|1902-02-18|1169234|0|
21502|10539|4|1902-02-18|1902-02-19|0|0|
21503|8798|1|1902-02-19|1902-02-20|0|0|
21504|12606|3|1902-02-20|1902-02-21|1276834|0|
21505|12608|2|1902-02-21|1902-02-22|0|0|
21506|12609|2|1902-02-22|1902-02-23|0|0|
21507|12611|3|1902-02-23|1902-02-24|1149225|0|
3076|23418|1|1902-02-24|1902-02-25|0|0|
3077|23425|5|1902-02-25|1902-02-26|0|0|
3078|23426|1|1902-02-26|1902-02-27|0|0|
3079|23434|1|1902-02-27|1902-02-28|0|0|
3080|23441|1|1902-02-28|1902-03-01|0|0|
3081|23446|2|1902-03-01|1902-03-02|0|0|
3082|23448|2|1902-03-02|1902-03-03|0|0|
3083|23449|1|1902-03-03|1902-03-04|0|0|
3084|23451|1|1902-03-04|1902-03-05|0|0|
3085|23455|1|1902-03-05|1902-03-06|0|0|
3086|23460|3|1902-03-06|1902-03-07|1309558|0|
3087|23474|1|1902-03-07|1902-03-08|0|0|
3088|23475|1|1902-03-08|1902-03-09|0|0|
3089|23477|1|1902-03-09|1902-03-10|0|0|
3090|23479|1|1902-03-10|1902-03-11|0|0|
3091|23494|3|1902-03-11|1902-03-12|1245808|0|
3092|23535|4|1902-03-12|1902-03-13|0|0|
3093|23538|1|1902-03-13|1902-03-14|0|0|
3094|23551|1|1902-03-14|1902-03-15|0|0|
3095|23557|3|1902-03-15|1902-03-16|1263945|0|
3096|23569|3|1902-03-16|1902-03-17|1292873|0|
3097|23600|2|1902-03-17|1902-03-18|0|0|
3098|23603|3|1902-03-18|1902-03-19|1323469|0|
3099|23604|3|1902-03-19|1902-03-20|1149174|0|
3100|23614|1|1902-03-20|1902-03-21|0|0|
3101|23636|1|1902-03-21|1902-03-22|0|0|
3102|23640|1|1902-03-22|1902-03-23|0|0|
3103|23646|1|1902-03-23|1902-03-24|0|0|
3104|23648|1|1902-03-24|1902-03-25|0|0|
3105|23660|1|1902-03-25|1902-03-26|0|0|
3106|23672|1|1902-03-26|1902-03-27|0|0|
3107|23675|1|1902-03-27|1902-03-28|0|0|
3108|23676|1|1902-03-28|1902-03-29|0|0|
3109|23678|1|1902-03-29|1902-03-30|0|0|
3110|23683|1|1902-03-30|1902-03-31|0|0|
3111|23693|3|1902-03-31|1902-04-01|1295524|0|
3112|23741|4|1902-04-01|1902-04-02|0|0|
3113|23754|1|1902-04-02|1902-04-03|0|0|
3114|23756|3|1902-04-03|1902-04-04|1242142|0|
3115|23771|1|1902-04-04|1902-04-05|0|0|
3116|23776|1|1902-04-05|1902-04-06|0|0|
3117|23777|1|1902-04-06|1902-04-07|0|0|
3118|23803|1|1902-04-07|1902-04-08|0|0|
3119|23828|2|1902-04-08|1902-04-09|0|0|
3120|23864|4|1902-04-09|1902-04-10|0|0|
3121|23865|1|1902-04-10|1902-04-11|0|0|
3122|23870|3|1902-04-11|1902-04-12|1277015|0|
3123|23925|2|1902-04-12|1902-04-13|0|0|
3124|23962|2|1902-04-13|1902-04-14|0|0|
3125|23969|2|1902-04-14|1902-04-15|0|0|
3126|23970|2|1902-04-15|1902-04-16|0|0|
3127|23985|3|1902-04-16|1902-04-17|1271282|0|
3128|23992|2|1902-04-17|1902-04-18|0|0|
3129|24020|3|1902-04-18|1902-04-19|1184139|0|
3130|24026|3|1902-04-19|1902-04-20|1135919|0|
3131|24030|3|1902-04-20|1902-04-21|1272103|0|
3132|24085|3|1902-04-21|1902-04-22|1137738|0|
3133|24089|2|1902-04-22|1902-04-23|0|0|
3134|24095|1|1902-04-23|1902-04-24|0|0|
3135|24109|3|1902-04-24|1902-04-25|1293411|0|
3136|24111|3|1902-04-25|1902-04-26|1293411|0|
3137|24125|1|1902-04-26|1902-04-27|0|0|
3138|24126|3|1902-04-27|1902-04-28|1475563|0|
3139|24134|3|1902-04-28|1902-04-29|1132895|0|
3140|24150|3|1902-04-29|1902-04-30|1164826|0|
3141|24166|1|1902-04-30|1902-05-01|0|0|
3142|24183|3|1902-05-01|1902-05-02|1293213|0|
3143|24188|4|1902-05-02|1902-05-03|0|0|
3144|24206|1|1902-05-03|1902-05-04|0|0|
3145|24210|3|1902-05-04|1902-05-05|1213119|0|
3146|24226|3|1902-05-05|1902-05-06|1321513|0|
3147|24231|3|1902-05-06|1902-05-07|1347715|0|
3148|24244|3|1902-05-07|1902-05-08|1255033|0|
3149|24267|3|1902-05-08|1902-05-09|1260093|0|
3150|24278|3|1902-05-09|1902-05-10|1305719|0|
3151|24295|4|1902-05-10|1902-05-11|0|0|
3152|24319|3|1902-05-11|1902-05-12|1293210|0|
3153|24324|1|1902-05-12|1902-05-13|0|0|
3154|24341|3|1902-05-13|1902-05-14|1260525|0|
3155|24346|1|1902-05-14|1902-05-15|0|0|
3156|24350|3|1902-05-15|1902-05-16|1142800|0|
3157|24358|3|1902-05-16|1902-05-17|1297619|0|
3158|24386|2|1902-05-17|1902-05-18|0|0|
3159|24387|2|1902-05-18|1902-05-19|0|0|
3160|24397|1|1902-05-19|1902-05-20|0|0|
3161|24398|3|1902-05-20|1902-05-21|1266753|0|
3162|24413|3|1902-05-21|1902-05-22|1198847|0|
3163|24424|3|1902-05-22|1902-05-23|1260267|0|
3164|24432|3|1902-05-23|1902-05-24|1251817|0|
3165|24438|3|1902-05-24|1902-05-25|1296181|0|
3166|24455|3|1902-05-25|1902-05-26|1321098|0|
3167|24456|3|1902-05-26|1902-05-27|1321098|0|
3168|24470|3|1902-05-27|1902-05-28|1291316|0|
3169|24471|3|1902-05-28|1902-05-29|1244208|0|
3170|24473|3|1902-05-29|1902-05-30|1199084|0|
3171|24481|3|1902-05-30|1902-05-31|1228759|0|
3172|24508|4|1902-05-31|1902-06-01|0|0|
3173|24528|2|1902-06-01|1902-06-02|0|0|
3174|24539|2|1902-06-02|1902-06-03|0|0|
3175|24540|2|1902-06-03|1902-06-04|0|0|
3176|24549|2|1902-06-04|1902-06-05|0|0|
3177|24599|3|1902-06-05|1902-06-06|1293411|0|
3178|24607|3|1902-06-06|1902-06-07|1293411|0|
3179|24620|3|1902-06-07|1902-06-08|1263945|0|
3180|24626|3|1902-06-08|1902-06-09|1277351|0|
3181|24645|3|1902-06-09|1902-06-10|1218153|0|
3182|24663|1|1902-06-10|1902-06-11|0|0|
3183|24733|3|1902-06-11|1902-06-12|1269289|0|
3184|24734|3|1902-06-12|1902-06-13|1135110|0|
3185|24738|3|1902-06-13|1902-06-14|1362683|0|
3186|24752|3|1902-06-14|1902-06-15|1299382|0|
3187|24787|2|1902-06-15|1902-06-16|0|0|
3188|24788|3|1902-06-16|1902-06-17|1353177|0|
3189|24789|3|1902-06-17|1902-06-18|1261259|0|
3190|24808|3|1902-06-18|1902-06-19|1730774|0|
3191|24858|1|1902-06-19|1902-06-20|0|0|
3192|20486|3|1902-06-20|1902-06-21|1248165|0|
3193|20490|2|1902-06-21|1902-06-22|0|0|
3194|20496|1|1902-06-22|1902-06-23|0|0|
3195|20502|2|1902-06-23|1902-06-24|0|0|
3196|20503|3|1902-06-24|1902-06-25|1293421|0|
3197|20504|3|1902-06-25|1902-06-26|1293421|0|
3198|20511|3|1902-06-26|1902-06-27|1316865|0|
3199|20522|3|1902-06-27|1902-06-28|1293188|0|
3200|20525|3|1902-06-28|1902-06-29|1269224|0|
3201|20567|3|1902-06-29|1902-06-30|1303337|0|
3202|24905|3|1902-06-30|1902-07-01|1297618|0|
3203|24907|1|1902-07-01|1902-07-02|0|0|
3204|24999|4|1902-07-02|1902-07-03|0|0|
3205|25101|2|1902-07-03|1902-07-04|0|0|
3206|25124|3|1902-07-04|1902-07-05|1293593|0|
3207|25126|1|1902-07-05|1902-07-06|0|0|
3208|25135|3|1902-07-06|1902-07-07|1137823|0|
3209|25150|4|1902-07-07|1902-07-08|0|0|
3210|25151|3|1902-07-08|1902-07-09|1321955|0|
3211|25153|3|1902-07-09|1902-07-10|1239004|0|
3212|25174|3|1902-07-10|1902-07-11|1310175|0|
3213|25185|3|1902-07-11|1902-07-12|1228759|0|
3214|25186|3|1902-07-12|1902-07-13|1327168|0|
3215|25210|3|1902-07-13|1902-07-14|1238590|0|
3216|25221|3|1902-07-14|1902-07-15|1227292|0|
3217|25245|4|1902-07-15|1902-07-16|0|0|
3218|25265|3|1902-07-16|1902-07-17|1207732|0|
3219|25271|3|1902-07-17|1902-07-18|1293061|0|
3220|25307|3|1902-07-18|1902-07-19|1302895|0|
3221|25313|3|1902-07-19|1902-07-20|1292906|0|
3222|25351|3|1902-07-20|1902-07-21|1297618|0|
3223|25358|3|1902-07-21|1902-07-22|1271282|0|
3224|25361|3|1902-07-22|1902-07-23|1133802|0|
3225|25382|3|1902-07-23|1902-07-24|1271282|0|
3226|25386|3|1902-07-24|1902-07-25|1247248|0|
3227|25395|3|1902-07-25|1902-07-26|1250420|0|
3228|25413|1|1902-07-26|1902-07-27|0|0|
3229|25414|1|1902-07-27|1902-07-28|0|0|
3230|25435|3|1902-07-28|1902-07-29|1327167|0|
3231|25465|1|1902-07-29|1902-07-30|0|0|
3232|25493|4|1902-07-30|1902-07-31|0|0|
3233|25527|3|1902-07-31|1902-08-01|1293167|0|
3234|25529|3|1902-08-01|1902-08-02|1135820|0|
3235|25534|3|1902-08-02|1902-08-03|1317538|0|
3236|25539|3|1902-08-03|1902-08-04|1305069|0|
3237|25554|3|1902-08-04|1902-08-05|1201309|0|
3238|25564|3|1902-08-05|1902-08-06|1295304|0|
3239|25577|3|1902-08-06|1902-08-07|1257295|0|
3240|25602|3|1902-08-07|1902-08-08|1207732|0|
3241|25604|4|1902-08-08|1902-08-09|0|0|
3242|25611|3|1902-08-09|1902-08-10|1292861|0|
3243|25621|3|1902-08-10|1902-08-11|1251001|0|
3244|25641|3|1902-08-11|1902-08-12|1303570|0|
3245|25650|4|1902-08-12|1902-08-13|0|0|
3246|25686|2|1902-08-13|1902-08-14|0|0|
3247|25710|2|1902-08-14|1902-08-15|0|0|
3248|25714|2|1902-08-15|1902-08-16|0|0|
3249|25716|4|1902-08-16|1902-08-17|0|0|
3250|25753|1|1902-08-17|1902-08-18|0|0|
3251|25759|3|1902-08-18|1902-08-19|1149173|0|
3252|25777|4|1902-08-19|1902-08-20|0|0|
3253|25789|3|1902-08-20|1902-08-21|1293411|0|
3254|25802|4|1902-08-21|1902-08-22|0|0|
3255|25803|1|1902-08-22|1902-08-23|0|0|
3256|25833|3|1902-08-23|1902-08-24|1152985|0|
3257|25842|3|1902-08-24|1902-08-25|1255949|0|
3258|25843|4|1902-08-25|1902-08-26|0|0|
3259|25846|3|1902-08-26|1902-08-27|1271282|0|
3260|25849|2|1902-08-27|1902-08-28|0|0|
3261|25856|3|1902-08-28|1902-08-29|1323078|0|
3262|25886|1|1902-08-29|1902-08-30|0|0|
3263|25889|3|1902-08-30|1902-08-31|1271282|0|
3264|25911|3|1902-08-31|1902-09-01|1299936|0|
3265|25981|2|1902-09-01|1902-09-02|0|0|
3266|25992|3|1902-09-02|1902-09-03|1538923|0|
3267|25998|1|1902-09-03|1902-09-04|0|0|
3268|25999|1|1902-09-04|1902-09-05|0|0|
3269|26000|3|1902-09-05|1902-09-06|1313678|0|
3270|26001|3|1902-09-06|1902-09-07|1321955|0|
3271|26002|3|1902-09-07|1902-09-08|1272103|0|
3272|26005|1|1902-09-08|1902-09-09|0|0|
3273|26006|3|1902-09-09|1902-09-10|1300300|0|
3274|26007|3|1902-09-10|1902-09-11|1251321|0|
3275|26009|3|1902-09-11|1902-09-12|1185040|0|
3276|26011|1|1902-09-12|1902-09-13|0|0|
3277|26012|2|1902-09-13|1902-09-14|0|0|
3278|26013|2|1902-09-14|1902-09-15|0|0|
3279|26014|3|1902-09-15|1902-09-16|1149396|0|
3280|26015|3|1902-09-16|1902-09-17|1133802|0|
3281|26017|3|1902-09-17|1902-09-18|1133802|0|
3282|26052|1|1902-09-18|1902-09-19|0|0|
3283|26053|4|1902-09-19|1902-09-20|0|0|
3284|26065|1|1902-09-20|1902-09-21|0|0|
3285|26084|3|1902-09-21|1902-09-22|1143451|0|
3286|26105|3|1902-09-22|1902-09-23|1169586|0|
3287|26110|1|1902-09-23|1902-09-24|0|0|
3288|26120|3|1902-09-24|1902-09-25|1255032|0|
3289|26219|1|1902-09-25|1902-09-26|0|0|
3290|26258|1|1902-09-26|1902-09-27|0|0|
3291|26260|1|1902-09-27|1902-09-28|0|0|
3292|26287|3|1902-09-28|1902-09-29|1346485|0|
3293|26305|3|1902-09-29|1902-09-30|1198847|0|
3294|26359|3|1902-09-30|1902-10-01|1275856|0|
3295|26361|3|1902-10-01|1902-10-02|1354408|0|
3296|26370|3|1902-10-02|1902-10-03|1293409|0|
3297|26372|3|1902-10-03|1902-10-04|1271359|0|
3298|26377|3|1902-10-04|1902-10-05|1137882|0|
3299|26379|3|1902-10-05|1902-10-06|1315260|0|
3300|26385|3|1902-10-06|1902-10-07|1272102|0|
3301|26386|3|1902-10-07|1902-10-08|1287766|0|
3302|26388|2|1902-10-08|1902-10-09|0|0|
3303|26392|4|1902-10-09|1902-10-10|0|0|
