ID|CODE|MANU_INFO|DESCRIPTION|BUILDINGID
477|C362A||cabinet solid surface cabinet|2
478|455 Y6||scissor lift|2
479|SA4|E236167|Storage annex offices with large windows|2
480|ESCP12|E616785|Shepherds care room 117|
481|T42||freezer frig culinary arts|25
482|PT100|LA58785|Press testing area|68
483|2119|1334|master 4 pin|47
484|TMRC||HVAC refrigerant cage|
485|ESCP13|816785|Shepherds care room 108|2
486|ESCP14|E016785|Shepherds care room 207|2
487|ESCP15|E216785|Shepherds care room 105b|2
488|CPRS|PC614127|Press storage cage|23
489|CBSC not in use 10/15/15|PC650727|Bookstore secure closet|171
490|CTR|C292747|Construction tool room|67
491|CCUP|C694747|cup of jones|165
492|AM8|LA36589|Airport master (new)|156
493|ASM8|LA36789|Airport exterior/classroom (new)|153
494|ATO8|LA56989|Airport tool room/office (new)|153
495|CCAS|C650747|Culinary arts storage|47
496|ADM|36347|Athletic dept. padlock master|21
497|AD1|56547|Athletic dept.padlock #1|21
498|AD2|76547|Athletic dept. padlock #2|21
499|AD3|16547|Athletic dept. padlock #3|21
500|AD4|56747|Athletic dept. padlock #4|21
501|AD5|76747|Athletic dept. padlock #5|21
502|AD6|16747|Athletic dept. padlock #6|21
503|0|||2
504|CIDS|C01475|SNAKE ROOM|47
505|XACM1|A2228D4708|ACADEMY GENERAL|62
506|679993|||
507|1722X|CHICAGO|west gate cabinet|41
508|ASC|E ?294143|testing center alumni|37
509|GHC400|C21272|Sharps closet|4
510|BER53|LA 98743|BROKENSHIRE 312|31
511|BER 30|LA 54343|BROKENSHIRE 319|31
512|4966PO|NATIONAL|UP APARTMENT 144 MAILBOX|57
513|4922PO|NATIONAL|UP APARTMENT 143 MAILBOX|57
514|4984PO|NATIONAL|UP APARTMENT 142 MAILBOX|57
515|4974PO|NATIONAL|UP APARTMENT 141 MAILBOX|57
516|4889PO|NATIONAL|UP APARTMENT 140 MAILBOX|57
517|4805PO|NATIONAL|UP APARTMENT 139 MAILBOX|57
518|4799PO|NATIONAL|UP APARTMENT  93 MAILBOX|56
519|4793PO|NATIONAL|UP APARTMENT  91 MAILBOX|56
520|4899PO|NATIONAL|UP APARTMENT  90 MAILBOX|56
521|4783PO|NATIONAL|UP APARTMENT  89 MAILBOX|56
522|4755PO|NATIONAL|UP APARTMENT 128 MAILBOX|57
523|4841PO|NATIONAL|UP APARTMENT 127 MAILBOX|57
524|4821PO|NATIONAL|UP APARTMENT 126 MAILBOX|57
525|4951PO|NATIONAL|UP APARTMENT 125 MAILBOX|57
526|4780PO|NATIONAL|UP APARTMENT 124 MAILBOX|57
527|4775PO|NATIONAL|UP APARTMENT 118 MAILBOX|57
528|4806PO|NATIONAL|UP APARTMENT 117 MAILBOX|57
529|4947PO|NATIONAL|UP APARTMENT 116 MAILBOX|57
530|4929PO|NATIONAL|UP APARTMENT 115 MAILBOX|57
531|4800PO|NATIONAL|UP APARTMENT 113 MAILBOX|57
532|4970PO|NATIONAL|UP APARTMENT 112 MAILBOX|57
533|4802PO|NATIONAL|UP APARTMENT 111 MAILBOX|57
534|4864PO|NATIONAL|UP APARTMENT 110 MAILBOX|57
535|4980PO|NATIONAL|UP APARTMENT 109 MAILBOX|57
536|4803PO|NATIONAL|UP APARTMENT 147 MAILBOX|57
537|4923PO|NATIONAL|UP APARTMENT 146 MAILBOX|57
538|4901PO|NATIONAL|UP APARTMENT 145 MAILBOX|57
539|4840PO|NATIONAL|UP APARTMENT 123 MAILBOX|57
540|4808PO|NATIONAL|UP APARTMENT 122 MAILBOX|57
541|4979PO|NATIONAL|UP APARTMENT 120 MAILBOX|57
542|4816PO|NATIONAL|UP APARTMENT 121 MAILBOX|57
543|4870PO|NATIONAL|UP APARTMENT 133 MAILBOX|57
544|4773PO|NATIONAL|UP APARTMENT 132 MAILBOX|57
545|4999PO|NATIONAL|UP APARTMENT 131 MAILBOX|57
546|4772PO|NATIONAL|UP APARTMENT 130 MAILBOX|57
547|4946PO|NATIONAL|UP APARTMENT 129 MAILBOX|57
548|4907PO|NATIONAL|UP APARTMENT 103 MAILBOX|56
549|4938PO|NATIONAL|UP APARTMENT 102 MAILBOX|56
550|4765PO|NATIONAL|UP APARTMENT 101 MAILBOX|56
551|314118|||
552|4776PO|NATIONAL|UP APARTMENT 100 MAILBOX|56
553|4786PO|NATIONAL|UP APARTMENT  99 MAILBOX|56
554|4964PO|NATIONAL|UP APARTMENT  98 MAILBOX|56
555|4768PO|NATIONAL|UP APARTMENT  97 MAILBOX|56
556|4985PO|NATIONAL|UP APARTMENT  96 MAILBOX|56
557|4997PO|NATIONAL|UP APARTMENT  95 MAILBOX|56
558|4887PO|NATIONAL|UP APARTMENT  94 MAILBOX|56
559|4838PO|NATIONAL|UP APARTMENT 138 MAILBOX|55
560|4960PO|NATIONAL|UP APARTMENT 137 MAILBOX|55
561|4064PO|NATIONAL|UP APARTMENT 136 MAILBOX|55
562|4836PO|NATIONAL|UP APARTMENT 135 MAILBOX|55
563|4819PO|NATIONAL|UP APARTMENT 134 MAILBOX|55
564|4950PO|NATIONAL|UP APARTMENT  88 MAILBOX|56
565|4778PO|NATIONAL|UP APARTMENT  87 MAILBOX|56
566|4962PO|NATIONAL|UP APARTMENT  86 MAILBOX|56
567|4965PO|NATIONAL|UP APARTMENT  85 MAILBOX|56
568|4921PO|NATIONAL|UP APARTMENT  84 MAILBOX|56
569|4795PO|NATIONAL|UP APARTMENT 108 MAILBOX|56
570|4763PO|NATIONAL|UP APARTMENT 107 MAILBOX|56
571|4934PO|NATIONAL|UP APARTMENT 106 MAILBOX|56
572|4770PO|NATIONAL|UP APARTMENT 105 MAILBOX|56
573|4825PO|NATIONAL|UP APARTMENT 104 MAILBOX|56
574|4971PO|NATIONAL|UP APARTMENT 114 MAILBOX|57
575|4906PO|NATIONAL|UP APARTMENT 148 MAILBOX|57
576|BH700|BOMMER|CVA APARTMENT MAILBOX MASTER|39
577|BK|A5879X|BJES MASTER KEY|43
578|BK10|||2
579|BK11|||2
580|BK12|||2
581|BK13|A2202X|BJES ROOM 4D|43
582|BK14|A2201X|BJES ROOM 5E|43
583|BK15|A2206X|BJES ROOM 5C|43
584|BK16|A2210X|BJES ROOM 6E|43
585|BK17|A2208X|BJES ROOM 6D|43
586|BK18|A2203X|BJES ROOM 6B|43
587|BK19|A2209X|BJES ROOM 3A|43
588|BK20|A2204X|BJES ROOM 3C|43
589|BK21|A2211X|BJES ROOM 4A|43
590|BK22|A2205X|BJES ROOM 4B|43
591|BK23|A2227X|BJES ROOM 4C|43
592|BK24|A2229X|BJES music room|43
593|BK25|A2218X|BJES PIANO STUDIOS|43
594|BK26|A2233X|BJES LEARNING RESOURCE CENTER|43
595|BK27|A2219X|BJES ART ROOM|43
596|FMCIA|||
597|BK28|A2231X|BJES ROOM 3E|43
598|BK29|A2232X|BJES ROOM 3D|43
599|BK3|A2230X|BJES PRINCIPAL'S OFFICE|43
600|BK30|A2224X|BJES ROOM 2B|43
601|BK31|A2622X|BJES ROOM K5A|48
602|BK32|A2226X|BJES ROOM K5B|48
603|BK33|A2221X|BJES SPEECH THERAPIST OFFICE|43
604|BK34|A2626X|BJES ROOM K5C|48
605|BK35|A2621X|BJES ROOM K5D|48
606|BK36|A2621X|BJES ROOM K5E|48
607|BK37|A2623X|BJES ROOM K4A|66
608|BK38|A2634X|BJES ROOM K4B|66
609|BK39|A2616X|BJES ROOM K4C|66
610|BK4|A2223X|BJES PC FINE ARTS ANNEX|67
611|BK40|A2617X|BJES ROOM 2A|66
612|BK41|A2613X|BJES ROOM 2B|66
613|BK42|A2614X|BJES ROOM 2C|66
614|BK43|A2635X|BJES ROOM 2D|66
615|BK44|A2615X|BJES ROOM 2E|66
616|BK45|A2607X|BJES ROOM 1E|66
617|BK46|A2502X|BJES ROOM 1D|66
618|BK47|A2601X|K4B|66
619|BK48|A2606X|BJES ROOM 1B|66
620|BK49|A2610X|BJES ROOM 1A|66
621|BK50|A2608X|BJES TUTOR ROOM PRIMARY CENT.|66
622|BK51|A2603X|BJES ASSIST PRIN OFFICE PC|66
623|BK52|A2609X|BJES ROOM 1C|66
624|BK6|A2216X|BJES ROOM 6A|43
625|BK7|A2217X|BJES ROOM 6C|43
626|BK8|A2213X|BJES ROOM 5A|43
627|BK9|A2214X|BJES ROOM 5B|43
628|PS17|LK72969|PRINT SHOP DOCUTECH ROOM|23
629|BN1336|BOMMER|UP APARTMENT  37 MAILBOX|55
630|BN1341|BOMMER|UP APARTMENT   8 MAILBOX|55
631|BP529|BP529|ALUMNI CLASSROOM 303 CABINET|37
632|BP585|BAUER|SAS TRADE CUSTODIAL CABINET|25
633|BP586|BAUER|SAS AUTO PARTS CABINETS|47
634|W-19|W-19|FMA PROG & PROD FILE CABINET|15
635|BP659|BAUER|CHEMICAL STORAGE|34
636|BS|A5879J|SCIENCE BUILDING MASTER KEY|18
637|3138|MASTER|PUBLIC SAFETY EQUIPMENT CAGE|38
638|EJ21|LB56743|JOHNSON HALL LAUNDRY CLOSET|
639|10L729|43013|JUNIOR HIGH LATE STAY CABINET|59
640|L6|||
641|BS3|A2234J|SCIENCE ELECTRONICS LABS|18
642|BS5|A2217J|SCIENCE HOME ECONOMICS AREA|18
643|BS6|A2213J|SCIENCE OFFICE A THROUGH H|18
644|C115A|20404|WHM 108, KOPP'S CREDENZA|67
645|BY77|CORBIN|PREFAB FREEZER BASEMENT|159
646|B1USE 10/15/15|A1430B|RESIDENTIAL OFFICE-INTERIOR|68
647|B1H8|DUO|SCI CABINETS/AVIATION CABINET|18
648|B135A|NATIONAL|GE BREAKER PANELS, ALUMNI|37
649|B2|A1423B|ART GALLERY STORAGE|12
650|B352B|BOBRICK|KOTEX MONEY BOX|10
651|MM111|MM111|CDC, LAMINATING CABINET|5
652|B4|A1434B|MUSEUM AND GALLERY|12
653|B4P37|CORBIN|MIC CABINET|16
654|B4R37539|B4R37539|AUDIO SERVICES CABINET|15
655|B4R84725A|CORBIN|OFFICE MANAGER'S KEY CABINET|3
656|B5|A1417B|ART GALLERY SECTIONAL|12
657|B6|A1406B|NOT IN USE, OLD ALARM SWITCH|12
658|GF546|YALE|RECORDS OFFICE DESK, NEUMANN|3
659|B604|CHB604|FINACIAL AID SECY DESK|3
660|HON357|HUDSON|PRESS FILE CABINET|40
661|JAA233|LA52965|UP APARTMENT  62|55
662|C420A  (G)|4646|GROUNDS MAINTENANCE GAS CAB|49
663|JAA234|LA72965|UP APARTMENT   4|55
664|C088A|24624|LIBRARY TEXTBOOK COLLECTION|36
665|92310|92310|PRESS WAREHOUSE SUPPLY CAB|23
666|JAA235|LA92965|UP APARTMENT  12|55
667|U356A|NAT 02040|HOSPITAL REFRIGERATOR LOCK|20
668|HON111|ESP|GARRETT, GFA DESK|150
669|HON170|ESP|JUNIOR HIGH ROOM H-101 DESK|59
670|GF235|GF235|APPLIED STUDIES DESK|25
671|WN05|WN05|STRATTON HALL GENERATOR|14
672|MM119|MM119|SCIENCE OFFICE H DESK|18
673|MM122|MM122|SCIENCE OFFICE H FILE CABINET|18
674|MM144|MM144|ANNEX PUBLIC LIASION FILE CAB|40
675|MM104|MM104|JUNIOR HIGH COUNSELOR FILE|59
676|DF35   (A)|DF35|JUNIOR HIGH COUNSELOR DESK|59
677|C176A|C176A|ALUMNI OFFICE 87 DESK|37
678|LL237  (A)|CHICAGO|WHM 212 PRESS BUS OFFICE DESK|68
679|LL236  (A)|CHICAGO|ANNEX PRESS DESK|40
680|C179A|46424|WHM 203, KAMMER CABINET|67
681|2700H|||
682|C128A|24040|ANNEX PUBLIC SAFETY CABINET|67
683|JAA225|LA58363|UP APARTMENT  67|55
684|JAA226|LA78363|UP APARTMENT 135|57
685|JAA227|LA98363|UP APARTMENT 144|57
686|A383|5642|PAINT SHOP SPRAY BOOTH|44
687|JAA236|LA12965|UP APARTMENT  11|55
688|JAA237|LA52165|UP APARTMENT  17|55
689|JAA228|LA18363|UP APARTMENT  82|55
690|JAA229|LA52765|NOT IN USE AT PRESENT TIME|55
691|JAA230|LA72765|NOT IN USE AT PRESENT TIME|55
692|JAA231|LA92765|UP APARTMENT  79|55
693|JAA232|LA12765|UP APARTMENT  70|55
694|B606|CHICAGO|ADMIN STEVE SHAMBLIN'S DESK|3
695|B608|CHICAGO|WHM 112, RECEIVING DESK|67
696|GF559|YALE|RECORDS OFFICE DESK, CHEST|3
697|B612|CHICAGO|CAMPUS COLLECTION BOXES|3
698|B618|CHICAGO|CONSTRUCTION CABINET|68
699|B625|CHICAGO|SUGGESTION BOX|159
700|B634|CHB634|BOOKCASE RECORDS ENTRANCE|3
701|T171|T171|SOCIAL PARLOR HOSTESS DESK|14
702|CAT10|CORBIN|SMITH SOUND SYSTEM|32
703|C9X|LA72949|SNACK SHOP BACK OFFICE|14
704|11L125A|24255|SCIENCE, PAD LOCK FOR VCR|18
705|CAT113|CORBIN|SCIENCE FRONT DISPLAY CASES|18
706|CAT114|CAT114|CABINET IN BUSINESS OFFICE|3
707|CAT123|CAT123|TROPHY CASE|21
708|D125   (N)|7402|GROUNDS LANDSCAPING FILE CAB|68
709|FH202|LC72769|213 STADIUM VIEW DRIVE|127
710|CAT144|CORBIN|CVA DESK OR CABINET|39
711|CAT155|HUDSON|ART GALLERY ARITCH ALARM|12
712|CST3|LK66635|DORM CUSTODIAL CLOSETS|31
713|CAT158|CORBIN|DISPLAY ALUMNI|37
714|CAT168|CORBIN|PRIVATE DRAWER|16
715|CAT174|CORBIN|CABINETS|10
716|CAT176|CAT176|DESK OR CABINET|25
717|CAT30|CORBIN|FMA AUDIO SERVICES CABINETS|15
718|CAT33|CORBIN|DESK E101|16
719|BR3|LA12149|BRAZIER BUILDING B-3|155
720|CAT41|CORBIN|SCENE SHOP DRAWER 9/FA 137CAB|16
721|CAT42|CORBIN|SCENE SHOP DRAWER 2|16
722|CAT43|CORBIN|SCENE SHOP DRAWER 7|16
723|CAT44|CORBIN|SCENE SHOP DRAWER 8|16
724|CAT45|CORBIN|SCENE SHOP DRAWER 1|16
725|790485|||
726|CAT46|CORBIN|SCENE SHOP DRAWER 4|16
727|CAT48|CORBIN|SCENE SHOP DRAWER 6|16
728|CAT49|CORBIN|SCENE SHOP DRAWER 3|16
729|C574A (UG)|266|GYMNASIUM, WOMEN'S OFFICE DSK|21
730|CAT50|CORBIN|SCENE SHOP DRAWER 5|16
731|CAT60|CORBIN|FMA LIGHT BOARD|15
732|CAT65|CORBIN|GEL CABINET|16
733|CAT74|CORBIN|RESTROOM DISPENSERS|10
734|3|6630|JUNIOR HIGH OFFICE FILE CABS|59
735|CCM|A5979C|STUDENT CENTER SUB MASTER|14
736|CC10  NOT IN USE|A2829C|SOCIAL PARLOR INTERVIEW RM #2|14
737|CC11|A2831C|SOCIAL PARLOR KITCHEN not in use|14
738|CC12|A2104C|SOCIAL PARLOR CONFERENCE ROOM|14
739|CC13|A2109C|SOCIAL PARLOR GAME ROOM|14
740|CC18|A2101C|SOCIAL PARLOR INTERVIEW RM #3|14
741|CC2|A2120C|STRATTON HALL DRESSING ROOMS|14
742|CC3|A2119C|STRATTON HALL STORAGE ROOMS|14
743|CC4|A2133C|STRATTON HALL USHERS ROOM|14
744|CC5|A2118C|MULTI IMAGE EQUIPMENT ROOM|14
745|XCC75|A2128C|STRATTON HALL PROJECTION RM|14
746|10H103|MASTER|BJES CAFETORIUM LOCKER|43
747|CH569|YALE|PAINT SHOP FILE CABINET|44
748|300|4155|LIBRARY CASH DRAWER|36
749|CH830|CH830|ALUMNI TUB|37
750|CH961|YALE|VENDING VAN 15|14
751|CLASSIC|CLASSIC|THERMOSTAT LOCK BOX|67
752|HUDSON A|HUDSON|IBM CLOCK CABINET|43
753|CORBIN B|CORBIN|SIMPLEX CLOCK CABINETS|149
754|GG109|GG109|GFA 130, GFA BATORY DESK|150
755|CP1 not in use|A3525K|JOHNSON STUDY LOUNGE|29
756|C161A|42244|ALUMNI ROOM 203 & 207 CABINET|37
757|CR1|CHICAGO|GASTON COSMETOLOGY NAPKIN DIS|8
758|HC039|HURD|GROUNDS MAINTENANCE KEY BOX|49
759|T46|T46|FMA PROG & PROD FILE CABINET|15
760|EJ22|LB76743|JOHNSON OFFICE EQUIPMENT ROOM|
761|C005A|64426|DORMATORY REQUISITION BOXES|31
762|LLC|IDEC|ALUMNI LANGUAGE LAB CONTROL|37
763|FMA|33443|FMA HVAC CONTROL BOXES|15
764|D024A|66622|WHM 105, LEO'S CABINET, LEFT|67
765|C418A  (A)|2644|ALUMNI OFFICE 11 DESK|37
766|C126A|20440|SNACK SHOP OFFICE DRAWERS|14
767|C419A|4642|FILMS OFFICE CABINETS|16
768|C166A|26224|ALUMNI ROOM 305 CABINETS,CMRL|37
769|D202A|44462|WHM 103, HVAC TOOL LOCKER 21|66
770|C023A|66662|CABINET SHOP OFFICE CABINET|44
771|C036A|26266|DESK & CREDENZA|3
772|FH203|LC92769|103 STADIUM VIEW DRIVE|117
773|C070A  (A)|22442|RECORDS OFFICE CABINETS|3
774|C091A|42264|BJES CASH DRAWERS & MED CABS|43
775|C1|A3588J|BOOK STORE & SNACK REAR DOORS|14
776|NSR251|NSR251|SQUARE D BREAKER PANELS|67
777|C105A  (A)|42646|ALUMNI OFFICE 84 DESK|37
778|C11|MASTER|TEL & SWITCH AREA|68
779|31254|31254|CDC, VIDEO CART|5
780|29|NATIONAL|SPEECH, SUNDAY SCHOOL SONG BK|6
781|C130A|44002|ALUMNI CLASSROOM 206 CABINET|37
782|GGP|A1379B|POST OFFICE MASTERKEY (NEW)|14
783|HUDSON B|HUDSON|FIRE ALARM PANELS|38
784|C396A|24020|JUNIOR HIGH OFFICE CABINETS|59
785|C121A|4042|FINE ARTS STUDIO 137 DESK|13
786|C127A|20044|ALUMNI OFFICE 59 DESK|37
787|C013A|62644|BJES ASSIST PRIN OFFICE DESK|43
788|C132A|40420|DESK PERIODICAL RM|36
789|C132B|6426|TEMPERATURE CONTROL BOX|66
790|C134A|40042|AUTO SHOP PARTS CABINET|149
791|C135A|42042|AUTO SHOP PARTS CABINET|149
792|C014A|22644|ALUMNI OFFICE 47 DESK|37
793|C140A|22202|AUTO SHOP BYERS|149
794|C141A|22022|ALUMNI OFFICE 33 DESK|37
795|C145A|202|ALUMNI / M&G SIGN|37
796|C148A|2020|ALUMNI OFFICE 72 DESK|37
797|C150A|20002|BJES ROOM K5E DESK|48
798|C152A|24464|ALUMNI OFFICE 66 DESK|37
799|C156A|66444|ALUMNI OFFICE 77 DESK|37
800|C016A|26644|BETTY ROOKS' DESK|3
801|C160A|42644|GYM, MEN'S OFFICE DESK|21
802|C162A|22264|ALUMNI OFFICE 78 DESK|37
803|C163A|22664|ALUMNI OFFICE 75 DESK|37
804|C168A|26664|DESK IN GYMNASIUM OFFICE|21
805|C169A|66664|ALUMNI OFFICE 37 DESK|37
806|C017A|66224|ALUMNI OFFICE  4 DESK|37
807|C178A (AL)|46464|ALUMNI OFFICE 87 DESK|37
808|LED4|||
809|109R|ESP|WHM 208, PRESS DESK DRAWER|67
810|C183A|42442|ALUMNI OFFICE 87 DESK|37
811|C184A|24442|ALUMNI OFFICE  7 DESK|37
812|C186A|64446|GARRETT 130, GFA DESK|150
813|C190A|44246|ALUMNI OFFICE 81 DESK|37
814|C191A|44242|ALUMNI OFFICE 75 DESK|37
815|C194A|24644|ALUMNI OFFICE 57 DESK|37
816|C195A|24244|ALUMNI OFFICE 35 DESK|37
817|C196A (AL)|44224|ALUMNI OFFICE 39 DESK|37
818|C2|A3518J|bookstore fitting room|14
819|C002A|24422|BJES COMPUTER ROOM CABINET|43
820|ML28|16543|TRAFFIC CONE BOX, GATE MOTORS|67
821|C201A|44422|ALUMNI OFFICE 52 DESK|37
822|C208A|42226|HOSPITAL, FILE CABINET|20
823|C212A|42666|ALUMNI OFFICE 30 DESK|37
824|C215A|46626|ALUMNI OFFICE  1 DESK|37
825|C228A|26466|ALUMNI OFFICE 78 DESK|37
826|C231A|22422|ADMIN PROMOTIONS DESK|3
827|C232A|22426|ALUMNI OFFICE 77 DESK|37
828|C235A|22242|ALUMNI OFFICE  1 DESK|37
829|C238A|26646|BJES ROOM K5B DESK|48
830|C249A|64666|ALUMNI OFFICE  5 DESK|37
831|C256A|24266|ALUMNI OFFICE 66 DESK|37
832|C258A|24222|ALUMNI OFFICE 83 DESK|37
833|C259A|24226|ALUMNI OFFICE 63 DESK|37
834|C264A|4422|ALUMNI OFFICE  3 DESK|37
835|C266A|2442|ALUMNI OFFICE 64 DESK|37
836|C267A|4242|FINE ARTS STUDIO  15 CABINETS|13
837|C271A|2022|ALUMNI OFFICE 8 & 73 DESK|37
838|C272A  (A)|2202|ALUMNI OFFICE 82 DESK|37
839|C273A|22002|ALUMNI OFFICE 45 DESK|37
840|C274A|20022|ALUMNI OFFICE 44 DESK|37
841|C275A|20202|NIGHT WATCH LIEUTENANT'S DESK|38
842|C276A|20220|ALUMNI OFFICE 11 DESK|37
843|C277A|2220|ALUMNI OFFICE 63 DESK|37
844|C278A|22020|ALUMNI OFFICE 64 DESK|37
845|C028A|66262|DEAN OF WOMEN SECRETARY DESK|3
846|C280A|24042|WELCOME CENTER CABINETS|38
847|C284A|20424|SCIENCE OFFICE F DESK|18
848|C285A|20442|ALUMNI OFFICE  1 DESK|37
849|C288A|2424|ALUMNI OFFICE 88 DESK|37
850|HON127 (A)|ESP|ACADEMY MA-10 FILE CABINET|35
851|TDP|LL|WHM 204, DATA PROCESSING TEMP|67
852|F286|||
853|C304A|22044|DESK IN AUDIO SERVICES|15
854|C305A|20244|ALUMNI OFFICE 79 DESK|37
855|C031A|62226|DEAN OF MEN SECRETARY DESK|3
856|C310A|22004|ACADEMY COLLINS VENDING CAB|60
857|C311A|20024|ALUMNI OFFICE  2 DESK|37
858|C312A|20204|COMPUTER LAB MAIL CREDENZA|36
859|181   (PS)|3543|PRINT SHOP FILE CABINET|23
860|C314A|2024|ALUMNI OFFICE 53 DESK|37
861|C316A|20444|ALUMNI OFFICE 37 DESK|37
862|C317A|2044|ALUMNI OFFICE 36 DESK|37
863|C319A|4224|ALUMNI OFFICE 40 DESK|37
864|ML32|54543|GAS GRILLS AT PAVILLIONS|46
865|C321A|204|ALUMNI OFFICE 90 DESK|37
866|C324A|24440|M&G @ BJU CREDENZA-OFFICE|12
867|C326A|44042|DESK IN OFFICE|36
868|EK333|1333|SAS HUB CABINET KEY|25
869|C333A|20004|ALUMNI OFFICE 58 DESK|37
870|C336A|2004|ALUMNI OFFICE 56 DESK|37
871|10L250|1650|CABINET SHOP PADLOCKS|44
872|C346A|40020|CABINET|149
873|C355A|42|ALUMNI OFFICE 2 & 11 DESK|37
874|12|6696|FINE ARTS STUDIO 15 FILE CAB|13
875|C361A  (A)|22204|ALUMNI OFFICE 12 DESK|37
876|C363A|20224|WHM 207 STEVE SKAGGS DESK|67
877|MCF11|LA12749  NIU2020|CABINET SHOP TOOL ROOM/OFFICE|44
878|C581A  (C)|22266|CABINET SHOP WORK STATION C-3|44
879|C383A|4222|ALUMNI OFFICE 40 DESK|37
880|C386A|24022|ALUMNI OFFICE 81 DESK|37
881|C390A|40200|ANNEX, PAYROLL DESKS & CABS|40
882|C391A|2242|ALUMNI OFFICE 60 DESK|37
883|C393A|2422|ALUMNI OFFICE 65 DESK|37
884|JAA238|LA72165|UP APARTMENT  13|55
885|JAA239|LA92165|UP APARTMENT  20|55
886|JAA240|LA12165|UP APARTMENT  23|55
887|JAA241 niu 9/11/14|LA52365|UP APARTMENT  46|55
888|JAA242|LA72365|UP APARTMENT  32|55
889|JAA243|LA92365|UP APARTMENT  42|55
890|JAA244|LA12365|UP APARTMENT  47|55
891|JAA245|LA54765|UP APARTMENT  31|55
892|JAA246|LA74765|UP APARTMENT  43|55
893|JAA247|LA94765|UP APARTMENT  45|55
894|C099A|46246|HOSPITAL OFFICE DESK|20
895|C633A|4644|REVEAL IT TRAINING CABINETS|30
896|RL40|RL40|WHM 112 CARPET WAREHOUSE CAB|67
897|JCMIA|||
898|JAA248|LA14765|UP STORAGE CLOSETS (84-108)|56
899|JAA249|LA54965|UP CRAWL SPACES ALL BUILDINGS|55
900|P838|MASTER|GASTON REFRIGERATOR|8
901|120H|HUDSON|HOSPITAL ADMINISTRATOR'S DESK|20
902|P663|MASTER|GASTON REFRIGERATOR|8
903|P394|MASTER|MACK REFRIGERATOR|9
904|P750|MASTER|MACK REFRIGERATOR|9
905|P421|MASTER|CREEL REFRIGERATOR PADLOCK|11
906|767|HUDSON|HOSPITAL DIRECTORY BOARD|20
907|JAA250|LA74965|UP APARTMENT 113|55
908|C270A|4040|SCIENCE ELECTRONICS CABINET|18
909|AUE1   (G)|HUDSON|GARRETT DIRECTORY BOARD|150
910|KL802  (L)|KL802|LIBRARY OLD BOOK DROP|36
911|PK525|PK525|DINING COMMON VIDEO CABINET|159
912|BR|LA32149|BRASHIER BUILDING MASTER|155
913|C272A|2202|WHM 108 DISPATCH TIME CLOCK|67
914|C079A|42444|WHM 108 DISPATCH KEY RETURN|66
915|LL84|LL84|WHM 108 DISPATCH SAFE DRAWER|67
916|C008A|64642|ALUMNI ROOM 205 DESK/ADMIN BO|37
917|C4|A3519J|SNACK SHOP OUTSIDE STORAGE|14
918|ML29|76543|PAD LOCKS AT UNIVERSITY PLACE|55
919|C403A (AL)|22000|ALUMNI OFFICE 58 DESK|37
920|C404A|22200|ALUMNI OFFICE 65 DESK|37
921|C406A|2240|FINE ARTS STUDIO 113 DESK|13
922|C041A|22626|KOVATCH CREDENZA|3
923|C412A|20040|WHM 103, STINE'S DESK & FILE|67
924|C413A|4426|DRAWERS & CABINETS|43
925|C414A|4462|ALUMNI MEDIA CENTER CABINETS|37
926|C415A|2464|CABINETS AND MAIL CREDENZAS|13
927|C416A|4646|STORE OFFICE DESK library test cabinet|14
928|C418A|2644|FINE ARTS RTV OFFICE DESK|13
929|C420A|4646|CABINETS|23
930|C421A|4664|SCIENCE OFFICE 134 DESK|18
931|JAA159|LA98169|UP APARTMENT  63|55
932|C424A|2624|FINE ARTS STUDIO 129 DESK|13
933|JAA168|LA12763|UP APARTMENT  74|55
934|P601|MASTER|LOCKOUT PADLOCK|67
935|C429A|2026|ALUMNI OFFICE 57 DESK|37
936|C076A  (T)|44464|AUTO SHOP, EVAN'S BENCH|67
937|C043B|4442|COMP DISK BOX|25
938|C431A|426|ALUMNI OFFICE 76 DESK|37
939|C433A|20446|UNIVERSYTY GYM SECRETARY DESK|21
940|C435A|20246|ALUMNI OFFICE 45 DESK|37
941|C043A|22662|M&G @BJU OFFICE DESK / CAB.|12
942|LL309|||
943|C440A  (A)|20464|ALUMNI OFFICE 39 DESK|37
944|C443A|20266|ALUMNI OFFICE 39 DESK|37
945|C444A|22026|ALUMNI OFFICE 79 DESK|37
946|C447A|20026|ALUMNI OFFICE 41 DESK|37
947|C045A|62662|ADMIN DESKS|3
948|C451A|44026|PUBLIC SAFETY CABINET (KEYS)|38
949|ER51|LA56343|REVEAL LAUNDRY ROOM ENTRANCE|30
950|C466A|46240|ALUMNI ROOM 114 DESK  (DC)|37
951|JAA182|LA74763|UP APARTMENT  80|55
952|C049A|44622|DEAN OF RELIGION DESK & CRED.|3
953|C502A|464|BOOK STORE GIFT CERTIF DRAWER|14
954|C503A|4464|ALUMNI OFFICE 46 DESK|37
955|C505A|4226|ALUMNI OFFICE  4 DESK|37
956|C509A|2426|SCIENCE OFFICE B DESK|18
957|C051A (AD)|44226|DESK AT BUSINESS OFFICE|3
958|C512A|2646|ALUMNI OFFICE 83 DESK|37
959|C513A|264|ALUMNI OFFICE 67 DESK|37
960|C515A|2264|ALUMNI OFFICE  7 DESK|37
961|AA209|AA209|EXTENDED ED FILE CABINET|3
