ID,OLDID,NUMBER,KEYTYPEID
17655,17655,2,3710
17656,17656,3,3710
17657,17657,4,3710
17658,17658,1,3711
17659,17659,2,3711
17660,17660,3,3711
17661,17661,4,3711
17662,17662,5,3711
17663,17663,1,3712
17664,17664,2,3712
17665,17665,3,3712
17666,17666,4,3712
17667,17667,5,3712
17668,17668,6,3712
17669,17669,7,3712
17670,17670,8,3712
17671,17671,9,3712
17672,17672,1,311
17673,17673,1,3713
17674,17674,1,3714
17675,17675,1,3715
17676,17676,2,3715
17677,17677,3,3715
17678,17678,1,3716
17679,17679,1,3717
17680,17680,1,3718
17681,17681,2,3718
17682,17682,3,3718
17683,17683,4,3718
17684,17684,5,3718
17685,17685,1,3719
17686,17686,2,3719
17687,17687,3,3719
17688,17688,1,3720
17689,17689,1,3721
17690,17690,1,3722
17691,17691,2,3722
17692,17692,1,3723
17693,17693,1,3725
17694,17694,2,3725
17695,17695,3,3725
17696,17696,4,3725
17697,17697,1,3726
17698,17698,1,3727
17699,17699,1,3728
17700,17700,2,3728
17701,17701,1,3729
17702,17702,2,3729
17703,17703,3,3729
17704,17704,1,3730
17705,17705,2,3730
17706,17706,1,3731
17707,17707,2,3731
17708,17708,1,3732
17709,17709,1,3733
17710,17710,2,3733
17711,17711,3,3733
17712,17712,4,3733
17713,17713,1,3734
17714,17714,2,3734
17715,17715,3,3734
17716,17716,4,3734
17717,17717,1,3735
17718,17718,2,3735
17719,17719,3,3735
17720,17720,4,3735
17721,17721,1,3736
17722,17722,2,3736
17723,17723,1,3737
17724,17724,2,3737
17725,17725,3,3737
17726,17726,4,3737
17727,17727,5,3737
17728,17728,1,3738
17729,17729,2,3738
17730,17730,3,3738
17731,17731,1,3739
17732,17732,2,3739
17733,17733,3,3739
17734,17734,1,3740
17735,17735,2,3740
17736,17736,3,3740
17737,17737,4,3740
17738,17738,1,3741
17739,17739,2,3741
17740,17740,3,3741
17741,17741,1,3742
17742,17742,2,3742
17743,17743,3,3742
17744,17744,4,3742
17745,17745,1,3743
17746,17746,2,3743
17747,17747,1,3744
17748,17748,2,3744
17749,17749,3,3744
17750,17750,4,3744
17751,17751,5,3744
17752,17752,1,3745
17753,17753,2,3745
17754,17754,1,3746
17755,17755,2,3746
17756,17756,3,3746
17757,17757,4,3746
17758,17758,5,3746
17759,17759,6,3746
17760,17760,1,3747
17761,17761,1,3748
17762,17762,2,3748
17763,17763,3,3748
17764,17764,4,3748
17765,17765,5,3748
17766,17766,6,3748
17767,17767,7,3748
17768,17768,8,3748
17769,17769,1,3749
17770,17770,2,3749
17771,17771,3,3749
17772,17772,1,3750
17773,17773,2,3750
17774,17774,3,3750
17775,17775,1,3751
17776,17776,2,3751
17777,17777,3,3751
17778,17778,1,3752
17779,17779,2,3752
17780,17780,3,3752
17781,17781,4,3752
17782,30887,46,775
17783,30888,4,1719
17784,30886,18,4209
17785,30889,4,4276
17786,30890,8,4164
17787,30891,4,4404
17788,30001,3,473
17789,30002,33,647
17790,30003,34,647
17791,17791,1,3753
17792,17792,2,3753
17793,17793,3,3753
17794,17794,4,3753
17795,17795,5,3753
17796,17796,1,3754
17797,17797,2,3754
17798,17798,1,3755
17799,17799,2,3755
17800,17800,1,3756
17801,17801,1,3757
17802,17802,2,3757
17803,17803,1,3758
17804,17804,2,3758
17805,17805,3,3758
17806,17806,1,3759
17807,17807,2,3759
17808,17808,3,3759
17809,17809,4,3759
17810,17810,5,3759
17811,17811,6,3759
17812,17812,7,3759
17813,17813,8,3759
17814,17814,9,3759
17815,17815,10,3759
17816,17816,1,3760
17817,17817,2,3760
17818,17818,3,3760
17819,17819,1,3761
17820,17820,1,3762
17821,17821,2,3762
17822,17822,3,3762
17823,17823,4,3762
17824,17824,1,3763
17825,17825,2,3763
17826,29952,3,466
17827,29953,4,466
17828,29954,5,466
17829,29955,6,466
17830,29956,7,466
17831,29957,8,466
17832,29958,9,466
17833,17833,1,3765
17834,17834,2,3765
17835,17835,3,3765
17836,17836,4,3765
17837,17837,5,3765
17838,17838,6,3765
17839,17839,7,3765
17840,17840,8,3765
17841,17841,9,3765
17842,17842,10,3765
17843,17843,1,3766
17844,17844,2,3766
17845,17845,1,3767
17846,17846,2,3767
17847,17847,3,3767
17848,29959,151,4143
17849,29960,1,467
17850,29961,2,467
17851,17851,1,3768
17852,17852,1,3769
17853,17853,2,3769
17854,17854,3,3769
17855,17855,4,3769
17856,17856,1,3770
17857,17857,2,3770
17858,17858,3,3770
17859,17859,1,3771
17860,17860,2,3771
17861,17861,1,3772
17862,17862,2,3772
17863,17863,3,3772
17864,17864,4,3772
17865,17865,1,3773
17866,17866,2,3773
17867,17867,3,3773
17868,17868,4,3773
17869,17869,5,3773
17870,17870,6,3773
17871,17871,7,3773
17872,17872,1,3774
17873,17873,2,3774
17874,17874,3,3774
17875,17875,1,3775
17876,17876,2,3775
17877,17877,3,3775
17878,17878,4,3775
17879,17879,5,3775
17880,17880,6,3775
17881,17881,7,3775
17882,17882,8,3775
17883,17883,9,3775
17884,17884,1,3776
17885,17885,2,3776
17886,17886,3,3776
17887,17887,4,3776
17888,17888,5,3776
17889,17889,6,3776
17890,17890,7,3776
17891,17891,8,3776
17892,17892,9,3776
17893,17893,1,3777
17894,17894,2,3777
17895,17895,3,3777
17896,17896,4,3777
17897,17897,5,3777
17898,17898,6,3777
17899,17899,7,3777
17900,17900,8,3777
17901,17901,9,3777
17902,17902,10,3777
17903,17903,11,3777
17904,17904,12,3777
17905,17905,13,3777
17906,17906,14,3777
17907,17907,15,3777
17908,17908,16,3777
17909,17909,17,3777
17910,17910,18,3777
17911,17911,19,3777
17912,17912,20,3777
17913,17913,21,3777
17914,17914,22,3777
17915,17915,23,3777
17916,17916,24,3777
17917,17917,25,3777
17918,17918,26,3777
17919,17919,27,3777
17920,17920,28,3777
17921,17921,29,3777
17922,17922,30,3777
17923,17923,31,3777
17924,17924,32,3777
17925,17925,33,3777
17926,17926,34,3777
17927,17927,35,3777
17928,17928,36,3777
17929,17929,37,3777
17930,17930,38,3777
17931,17931,39,3777
17932,17932,40,3777
17933,17933,41,3777
17934,17934,42,3777
17935,17935,43,3777
17936,17936,44,3777
17937,17937,45,3777
17938,17938,1,3778
17939,17939,2,3778
17940,17940,3,3778
17941,17941,4,3778
17942,17942,5,3778
17943,17943,6,3778
17944,17944,7,3778
17945,17945,8,3778
17946,17946,1,3779
17947,17947,2,3779
17948,17948,3,3779
17949,17949,4,3779
17950,17950,5,3779
17951,17951,1,3780
17952,17952,1,3781
17953,17953,2,3781
17954,17954,3,3781
17955,17955,4,3781
17956,17956,5,3781
17957,17957,1,3784
17958,17958,2,3784
17959,17959,1,3785
17960,17960,2,3785
17961,17961,3,3785
17962,17962,4,3785
17963,17963,5,3785
17964,17964,6,3785
17965,17965,7,3785
17966,17966,8,3785
17967,17967,9,3785
17968,17968,10,3785
17969,17969,11,3785
17970,17970,12,3785
17971,17971,1,3786
17972,17972,2,3786
17973,17973,1,3788
17974,17974,2,3788
17975,17975,1,3789
17976,17976,2,3789
17977,17977,3,3789
17978,17978,1,3790
17979,17979,2,3790
17980,17980,1,3791
17981,17981,2,3791
17982,17982,1,3792
17983,17983,2,3792
17984,17984,3,3792
17985,17985,4,3792
17986,17986,5,3792
17987,17987,1,3793
17988,17988,2,3793
17989,17989,3,3793
17990,17990,4,3793
17991,17991,5,3793
17992,17992,6,3793
17993,17993,7,3793
17994,17994,8,3793
17995,17995,9,3793
17996,17996,10,3793
17997,17997,11,3793
17998,17998,12,3793
17999,17999,1,3794
18000,18000,2,3794
18001,18001,3,3794
18002,18002,4,3794
18003,18003,5,3794
18004,18004,6,3794
18005,18005,7,3794
18006,18006,8,3794
18007,18007,9,3794
18008,18008,10,3794
18009,18009,11,3794
18010,18010,12,3794
18011,18011,13,3794
18012,18012,1,3795
18013,18013,2,3795
18014,18014,3,3795
18015,18015,4,3795
18016,18016,5,3795
18017,18017,6,3795
18018,18018,7,3795
18019,18019,8,3795
18020,18020,9,3795
18021,18021,10,3795
18022,18022,11,3795
18023,18023,12,3795
18024,18024,13,3795
18025,18025,14,3795
18026,18026,15,3795
18027,18027,16,3795
18028,18028,17,3795
18029,18029,1,3796
18030,18030,2,3796
18031,18031,1,3797
18032,18032,2,3797
18033,18033,1,3798
18034,18034,2,3798
18035,18035,1,3799
18036,18036,2,3799
18037,18037,1,3800
18038,18038,2,3800
18039,18039,3,3800
18040,18040,1,3801
18041,18041,2,3801
18042,18042,3,3801
18043,18043,4,3801
18044,18044,5,3801
18045,18045,1,3802
18046,18046,2,3802
18047,18047,1,3803
18048,18048,2,3803
18049,18049,1,3804
18050,18050,2,3804
18051,18051,1,3805
18052,18052,2,3805
18053,18053,1,3806
18054,18054,2,3806
18055,18055,1,3807
18056,18056,2,3807
18057,18057,1,3808
18058,18058,2,3808
18059,18059,1,3809
18060,18060,2,3809
18061,18061,1,3810
18062,18062,2,3810
18063,18063,1,3811
18064,18064,2,3811
18065,18065,1,3812
18066,18066,2,3812
18067,18067,3,3812
18068,18068,4,3812
18069,18069,1,3813
18070,18070,2,3813
18071,18071,1,3814
18072,18072,2,3814
18073,18073,1,3815
18074,18074,2,3815
18075,18075,1,3816
18076,18076,2,3816
18077,18077,1,3817
18078,18078,2,3817
18079,18079,1,3818
18080,18080,2,3818
18081,18081,1,3819
18082,18082,2,3819
18083,18083,1,3820
18084,18084,2,3820
18085,18085,1,3821
18086,18086,2,3821
18087,18087,1,3822
18088,18088,2,3822
18089,18089,1,3823
18090,18090,2,3823
18091,18091,1,3824
18092,18092,2,3824
18093,18093,1,3825
18094,18094,2,3825
18095,18095,1,3826
18096,18096,2,3826
18097,18097,1,3827
18098,18098,2,3827
18099,18099,1,3828
18100,18100,2,3828
18101,18101,1,3829
18102,18102,2,3829
18103,18103,3,3829
18104,18104,1,3830
18105,18105,2,3830
18106,18106,3,3830
18107,18107,1,3831
18108,18108,2,3831
18109,18109,1,3832
18110,18110,2,3832
18111,18111,1,3833
18112,18112,2,3833
18113,18113,1,3834
18114,18114,2,3834
18115,18115,1,3835
18116,18116,2,3835
18117,18117,1,3836
18118,18118,2,3836
18119,18119,1,3837
18120,18120,2,3837
18121,18121,1,3838
18122,18122,2,3838
18123,18123,1,3839
18124,18124,2,3839
18125,18125,1,3840
18126,18126,2,3840
18127,18127,1,3841
18128,18128,2,3841
18129,18129,3,3841
18130,18130,1,3842
18131,18131,2,3842
18132,18132,1,3843
18133,18133,2,3843
18134,18134,1,3844
18135,18135,2,3844
18136,18136,1,3845
18137,18137,2,3845
18138,18138,1,3846
18139,18139,2,3846
18140,18140,1,3847
18141,18141,2,3847
18142,18142,1,3848
18143,18143,2,3848
18144,18144,1,3849
18145,18145,2,3849
18146,18146,1,3850
18147,18147,2,3850
18148,18148,1,3851
18149,18149,2,3851
18150,18150,1,3852
18151,18151,2,3852
18152,18152,1,3853
18153,18153,2,3853
18154,18154,1,3854
18155,18155,2,3854
18156,18156,1,3855
18157,18157,2,3855
18158,18158,1,3856
18159,18159,2,3856
18160,18160,1,3857
18161,18161,2,3857
18162,18162,1,3858
18163,18163,2,3858
18164,18164,1,3859
18165,18165,2,3859
18166,18166,1,3860
18167,18167,2,3860
18168,18168,1,3861
18169,18169,2,3861
18170,18170,1,3862
18171,18171,2,3862
18172,18172,1,3863
18173,18173,2,3863
18174,18174,1,3864
18175,18175,2,3864
18176,18176,1,3865
18177,18177,2,3865
18178,18178,1,3866
18179,18179,2,3866
18180,18180,1,3867
18181,18181,2,3867
18182,18182,1,3868
18183,18183,2,3868
18184,18184,3,3868
18185,18185,1,3869
18186,18186,2,3869
18187,18187,1,3870
18188,18188,2,3870
18189,18189,1,3871
18190,18190,2,3871
18191,18191,1,3872
18192,18192,2,3872
18193,18193,1,3873
18194,18194,2,3873
18195,18195,1,3874
18196,18196,2,3874
18197,18197,1,3875
18198,18198,2,3875
18199,18199,1,3876
18200,18200,2,3876
18201,18201,1,3877
18202,18202,2,3877
18203,18203,1,3878
18204,18204,2,3878
18205,18205,1,3879
18206,18206,2,3879
18207,18207,1,3880
18208,18208,1,3881
18209,18209,1,3882
18210,18210,2,3882
18211,18211,1,3883
18212,18212,2,3883
18213,18213,3,3883
18214,18214,4,3883
18215,18215,1,3886
18216,18216,2,3886
18217,18217,3,3886
18218,18218,4,3886
18219,18219,5,3886
18220,18220,1,3887
18221,18221,2,3887
18222,18222,1,3888
18223,18223,2,3888
18224,18224,1,3889
18225,18225,2,3889
18226,18226,3,3889
18227,18227,1,3890
18228,18228,2,3890
18229,18229,3,3890
18230,18230,4,3890
18231,18231,5,3890
18232,18232,6,3890
18233,18233,7,3890
18234,18234,8,3890
18235,18235,9,3890
18236,18236,10,3890
18237,18237,11,3890
18238,18238,12,3890
18239,18239,13,3890
18240,18240,14,3890
18241,18241,15,3890
18242,18242,1,3891
18243,18243,2,3891
18244,18244,1,3892
18245,18245,2,3892
18246,18246,3,3892
18247,18247,4,3892
18248,18248,5,3892
18249,18249,1,3893
18250,18250,2,3893
18251,18251,3,3893
18252,18252,4,3893
18253,18253,5,3893
18254,18254,6,3893
18255,18255,1,3894
18256,18256,2,3894
18257,18257,3,3894
18258,18258,4,3894
18259,18259,5,3894
18260,18260,6,3894
18261,18261,7,3894
18262,18262,8,3894
18263,18263,9,3894
18264,18264,10,3894
18265,18265,11,3894
18266,18266,12,3894
18267,18267,13,3894
18268,18268,14,3894
18269,18269,15,3894
18270,18270,16,3894
18271,18271,17,3894
18272,18272,1,3895
18273,18273,2,3895
18274,18274,1,3896
18275,18275,2,3896
18276,18276,3,3896
18277,18277,4,3896
18278,18278,1,3897
18279,18279,2,3897
18280,18280,3,3897
18281,18281,4,3897
18282,18282,5,3897
18283,18283,1,3898
18284,18284,2,3898
18285,18285,3,3898
18286,18286,4,3898
18287,18287,5,3898
18288,18288,6,3898
18289,18289,7,3898
18290,18290,8,3898
18291,18291,1,3899
18292,18292,2,3899
18293,18293,3,3899
18294,18294,4,3899
18295,18295,5,3899
18296,18296,1,3900
18297,18297,1,3901
18298,18298,1,3902
18299,18299,2,3902
18300,18300,3,3902
18301,18301,4,3902
18302,18302,1,3903
18303,18303,1,3904
18304,18304,2,3904
18305,18305,3,3904
18306,18306,4,3904
18307,18307,1,3905
18308,18308,2,3905
18309,18309,3,3905
18310,18310,4,3905
18311,18311,5,3905
18312,18312,6,3905
18313,18313,1,3906
18314,18314,1,3907
18315,18315,2,3907
18316,18316,3,3907
18317,18317,1,3908
18318,18318,2,3908
18319,18319,3,3908
18320,18320,4,3908
18321,18321,5,3908
18322,18322,6,3908
18323,18323,1,3909
18324,18324,2,3909
18325,18325,1,3910
18326,18326,2,3910
18327,18327,1,3911
18328,18328,2,3911
18329,18329,3,3911
18330,18330,4,3911
18331,18331,5,3911
18332,18332,6,3911
18333,18333,7,3911
18334,18334,1,3912
18335,18335,2,3912
18336,18336,3,3912
18337,18337,4,3912
18338,18338,5,3912
18339,18339,6,3912
18340,18340,7,3912
18341,18341,1,3913
18342,18342,2,3913
18343,18343,3,3913
18344,18344,1,3914
18345,18345,2,3914
18346,18346,3,3914
18347,18347,1,3915
18348,18348,2,3915
18349,18349,1,3916
18350,18350,2,3916
18351,18351,3,3916
18352,18352,1,3917
18353,18353,2,3917
18354,18354,1,3918
18355,18355,2,3918
18356,30004,45,2565
18357,30005,18,4266
18358,30006,84,332
18359,30007,97,324
18360,30008,160,292
18361,30009,7,349
18362,30010,4,465
18363,30011,171,1574
18364,30012,172,1574
18365,30013,35,3795
18366,30014,98,324
18367,29962,3,467
18368,29963,4,467
18369,30015,1,475
18370,30016,2,475
18371,30017,3,475
18372,30018,4,475
18373,30019,15,246
18374,30020,35,647
18375,30021,19,1135
18376,30603,8,3581
18377,30604,3,3974
18378,30024,36,3795
18379,30025,37,3795
18380,30026,12,3497
18381,30027,5,1543
18382,30028,5,465
18383,30029,1,169
18384,30030,31,1267
18385,30031,32,1267
18386,30032,24,266
18387,30033,36,2791
18388,30034,37,2791
18389,30035,3,336
18390,30036,1,2219
18391,30037,33,296
18392,30892,3,3959
18393,30039,85,332
18394,30040,5,3167
18395,30041,6,3167
18396,30042,3,282
18397,18397,1,3919
18398,18398,1,3920
18399,18399,2,3920
18400,18400,3,3920
18401,18401,4,3920
18402,18402,1,3921
18403,18403,2,3921
18404,18404,3,3921
18405,18405,4,3921
18406,18406,5,3921
18407,18407,6,3921
18408,18408,7,3921
18409,18409,8,3921
18410,18410,9,3921
18411,18411,10,3921
18412,18412,11,3921
18413,18413,12,3921
18414,18414,13,3921
18415,18415,14,3921
18416,18416,15,3921
18417,18417,16,3921
18418,18418,17,3921
18419,18419,18,3921
18420,18420,19,3921
18421,18421,20,3921
18422,18422,21,3921
18423,18423,1,3923
18424,18424,2,3923
18425,18425,1,3924
18426,18426,2,3924
18427,18427,1,3925
18428,18428,2,3925
18429,18429,3,3925
18430,18430,4,3925
18431,18431,5,3925
18432,18432,6,3925
18433,18433,1,3927
18434,18434,2,3927
18435,18435,3,3927
18436,18436,4,3927
18437,18437,5,3927
18438,18438,6,3927
18439,18439,7,3927
18440,18440,8,3927
18441,18441,9,3927
18442,18442,10,3927
18443,18443,11,3927
18444,18444,1,3928
18445,18445,2,3928
18446,18446,3,3928
18447,18447,4,3928
18448,18448,5,3928
18449,18449,1,3929
18450,18450,2,3929
18451,18451,3,3929
18452,18452,1,3930
18453,18453,1,3931
18454,18454,1,3932
18455,18455,2,3932
18456,18456,3,3932
18457,18457,4,3932
18458,18458,1,3933
18459,18459,2,3933
18460,18460,3,3933
18461,18461,1,3934
18462,18462,2,3934
18463,18463,3,3934
18464,18464,4,3934
18465,18465,5,3934
18466,18466,6,3934
18467,18467,7,3934
18468,18468,8,3934
18469,18469,9,3934
18470,18470,1,3935
18471,18471,2,3935
18472,18472,3,3935
18473,18473,4,3935
18474,18474,1,3936
18475,18475,2,3936
18476,18476,3,3936
18477,18477,4,3936
18478,18478,1,3937
18479,18479,1,3938
18480,18480,2,3938
18481,18481,3,3938
18482,18482,4,3938
18483,18483,5,3938
18484,18484,6,3938
18485,18485,7,3938
18486,18486,8,3938
18487,18487,9,3938
18488,18488,10,3938
18489,18489,1,3939
18490,18490,2,3939
18491,18491,3,3939
18492,18492,4,3939
18493,18493,5,3939
18494,18494,6,3939
18495,18495,7,3939
18496,18496,8,3939
18497,18497,9,3939
18498,18498,10,3939
18499,18499,11,3939
18500,18500,12,3939
18501,18501,13,3939
18502,18502,1,3940
18503,18503,2,3940
18504,18504,1,3942
18505,18505,1,3943
18506,18506,2,3943
18507,18507,3,3943
18508,18508,4,3943
18509,18509,5,3943
18510,18510,6,3943
18511,18511,7,3943
18512,18512,8,3943
18513,18513,9,3943
18514,18514,10,3943
18515,18515,11,3943
18516,18516,12,3943
18517,18517,13,3943
18518,18518,14,3943
18519,18519,15,3943
18520,18520,16,3943
18521,18521,17,3943
18522,18522,18,3943
18523,18523,19,3943
18524,18524,20,3943
18525,18525,21,3943
18526,18526,22,3943
18527,18527,23,3943
18528,18528,24,3943
18529,18529,1,3944
18530,18530,2,3944
18531,18531,3,3944
18532,30043,54,2764
18533,30044,6,374
18534,18534,1,3945
18535,18535,2,3945
18536,18536,3,3945
18537,18537,4,3945
18538,18538,1,3946
18539,18539,2,3946
18540,18540,3,3946
18541,18541,4,3946
18542,18542,5,3946
18543,18543,6,3946
18544,18544,7,3946
18545,18545,1,3947
18546,18546,2,3947
18547,18547,3,3947
18548,18548,4,3947
18549,18549,1,3948
18550,18550,2,3948
18551,18551,3,3948
18552,18552,4,3948
18553,18553,1,3949
18554,18554,2,3949
18555,18555,3,3949
18556,18556,1,3950
18557,18557,2,3950
18558,18558,3,3950
18559,18559,4,3950
18560,18560,1,3951
18561,18561,1,3953
18562,18562,2,3953
18563,18563,3,3953
18564,18564,4,3953
18565,18565,1,3954
18566,18566,2,3954
18567,18567,3,3954
18568,18568,4,3954
18569,18569,1,3955
18570,18570,2,3955
18571,18571,3,3955
18572,18572,4,3955
18573,18573,1,3956
18574,18574,2,3956
18575,18575,3,3956
18576,18576,1,3957
18577,18577,2,3957
18578,18578,3,3957
18579,18579,1,3958
18580,18580,2,3958
18581,18581,1,3959
18582,18582,2,3959
18583,18583,1,3960
18584,18584,2,3960
18585,18585,1,3961
18586,18586,1,3962
18587,18587,2,3962
18588,18588,3,3962
18589,18589,4,3962
18590,18590,5,3962
18591,18591,6,3962
18592,18592,7,3962
18593,18593,1,3963
18594,18594,1,3965
18595,18595,1,3966
18596,18596,2,3966
18597,18597,3,3966
18598,18598,1,3968
18599,18599,2,3968
18600,18600,3,3968
18601,18601,4,3968
18602,18602,5,3968
18603,18603,6,3968
18604,18604,7,3968
18605,18605,8,3968
18606,18606,9,3968
18607,18607,10,3968
18608,18608,11,3968
18609,18609,12,3968
18610,18610,13,3968
18611,18611,14,3968
18612,18612,15,3968
18613,18613,16,3968
18614,18614,17,3968
18615,18615,18,3968
18616,18616,19,3968
18617,18617,20,3968
18618,18618,21,3968
18619,18619,1,3969
18620,18620,1,3970
18621,18621,2,3970
18622,18622,3,3970
18623,18623,4,3970
18624,18624,5,3970
18625,18625,6,3970
18626,18626,7,3970
18627,18627,8,3970
18628,18628,1,3971
18629,18629,2,3971
18630,18630,3,3971
18631,18631,1,3972
18632,18632,2,3972
18633,18633,1,3973
18634,18634,2,3973
18635,18635,1,3974
18636,18636,2,3974
18637,18637,1,3975
18638,18638,2,3975
18639,18639,3,3975
18640,18640,4,3975
18641,18641,5,3975
18642,18642,6,3975
18643,18643,7,3975
18644,18644,8,3975
18645,18645,9,3975
18646,18646,10,3975
18647,18647,11,3975
18648,18648,12,3975
18649,18649,13,3975
18650,18650,14,3975
18651,18651,15,3975
18652,18652,1,3976
18653,18653,1,3977
18654,18654,2,3977
18655,18655,3,3977
18656,18656,1,3978
18657,18657,2,3978
18658,18658,3,3978
18659,18659,4,3978
18660,18660,5,3978
18661,18661,1,3979
18662,18662,2,3979
18663,18663,3,3979
18664,18664,1,3980
18665,18665,2,3980
18666,18666,1,3981
18667,18667,2,3981
18668,18668,1,3982
18669,18669,1,3983
18670,18670,1,3985
18671,18671,1,3986
18672,18672,2,3986
18673,18673,3,3986
18674,18674,1,3987
18675,18675,1,3988
18676,18676,2,3988
18677,18677,3,3988
18678,18678,1,3989
18679,18679,2,3989
18680,18680,3,3989
18681,18681,1,3990
18682,18682,2,3990
18683,18683,3,3990
18684,18684,4,3990
18685,18685,1,3991
18686,18686,2,3991
18687,18687,3,3991
18688,18688,4,3991
18689,18689,5,3991
18690,18690,6,3991
18691,18691,7,3991
18692,18692,8,3991
18693,18693,1,3992
18694,18694,2,3992
18695,18695,1,3993
18696,18696,2,3993
18697,18697,1,3994
18698,18698,2,3994
18699,18699,1,3995
18700,18700,2,3995
18701,18701,3,3995
18702,18702,4,3995
18703,18703,5,3995
18704,18704,6,3995
18705,18705,7,3995
18706,18706,8,3995
18707,18707,1,3996
18708,18708,2,3996
18709,18709,1,3997
18710,18710,2,3997
18711,18711,3,3997
18712,18712,4,3997
18713,18713,1,3998
18714,18714,2,3998
18715,18715,1,3999
18716,18716,2,3999
18717,18717,3,3999
18718,18718,4,3999
18719,18719,5,3999
18720,18720,6,3999
18721,18721,7,3999
18722,18722,8,3999
18723,18723,9,3999
18724,18724,1,4000
18725,18725,2,4000
18726,18726,1,4001
18727,18727,2,4001
18728,18728,1,4002
18729,18729,1,4003
18730,18730,2,4003
18731,18731,1,4005
18732,18732,2,4005
18733,18733,3,4005
18734,18734,1,4006
18735,18735,2,4006
18736,18736,3,4006
